uniprot,symbol,entrez
P41182,BCL6,604
Q86YD7,FAM90A1,55138
Q96IK5,GMCL1,64395
Q9P0T4,ZNF581,51545
P55273,CDKN2D,1032
P15408,FOSL2,2355
Q8ND90,PNMA1,9240
Q9P0N9,TBC1D7,51256
Q13323,BIK,638
Q3B820,FAM161A,84140
Q96BZ8,LENG1,79165
Q9H1M0,NUP62CL,54830
Q6PF18,MORN3,283385
Q8TD31,CCHCR1,54535
P08579,SNRPB2,6629
Q8IYI8,ZNF440,126070
P38159,RBMX,27316
Q9HBI0,PARVG,64098
Q9BW85,CCDC94,55702
Q96T49,PPP1R16B,26051
P49789,FHIT,2272
O00506,STK25,10494
Q12800,TFCP2,7024
O00560,SDCBP,6386
Q5TAP6,UTP14C,9724
P15622,ZNF250,58500
Q9BUZ4,TRAF4,9618
P23497,SP100,6672
Q9H190,SDCBP2,27111
P57682,KLF3,51274
O75934,BCAS2,10286
Q9NTN9,SEMA4G,57715
Q6UUV7,CRTC3,64784
O60238,BNIP3L,665
Q15561,TEAD4,7004
Q96LI6,HSFY1,86614
P15976,GATA1,2623
Q9HAT0,ROPN1,54763
Q14919,DRAP1,10589
O43561,LAT,27040
P26196,DDX6,1656
Q16656,NRF1,4899
Q14847,LASP1,3927
O43741,PRKAB2,5565
P30281,CCND3,896
Q8IUC0,KRTAP13-1,140258
P06753,TPM3,7170
Q86VK4,ZNF410,57862
Q9Y5V3,MAGED1,9500
Q96ME1,FBXL18,80028
P31947,SFN,2810
P78560,CRADD,8738
Q8TCE9,LGALS14,56891
P24522,GADD45A,1647
Q8IYY4,DZIP1L,199221
Q9BT43,POLR3GL,84265
Q13064,MKRN3,7681
Q96EL3,MRPL53,116540
Q99996,AKAP9,10142
P25800,LMO1,4004
Q99836,MYD88,4615
Q9BUK0,CHCHD7,79145
P49368,CCT3,7203
P50570,DNM2,1785
Q7Z6G3,NECAB2,54550
Q96JC9,EAF1,85403
Q8IYA8,CCDC36,339834
Q96CG3,TIFA,92610
Q6ICB4,FAM109B,150368
Q5TAB7,RIPPLY2,134701
O95848,NUDT14,256281
P57796,CABP4,57010
Q15750,TAB1,10454
Q7L3V2,C22orf29,79680
Q53HC0,CCDC92,80212
O43447,PPIH,10465
Q16718,NDUFA5,4698
O95551,TDP2,51567
O95050,INMT,11185
O76003,GLRX3,10539
Q9NTX7,RNF146,81847
O15160,POLR1C,9533
Q9NRW1,RAB6B,51560
Q96M95,CCDC42,146849
P17152,TMEM11,8834
Q9BSD3,RHNO1,83695
Q9Y3C6,PPIL1,51645
Q9UH92,MLX,6945
Q9BYS1,KRTAP1-5,83895
Q8N0S2,SYCE1,93426
Q9H6L4,ARMC7,79637
Q9NZF1,PLAC8,51316
Q147U7,SMCO1,255798
-,MGC45922,284365
Q96F86,EDC3,80153
Q9BVL2,NUPL1,9818
P62140,PPP1CB,5500
P35268,RPL22,6146
-,SUMO1P1,391257
P31273,HOXC8,3224
Q15038,DAZAP2,9802
Q9Y4X4,KLF12,11278
O95231,VENTX,27287
P09914,IFIT1,3434
Q9NU19,TBC1D22B,55633
Q96HE8,TMEM80,283232
P61421,ATP6V0D1,9114
P63098,PPP3R1,5534
O95500,CLDN14,23562
Q16548,BCL2A1,597
P84101,SERF2,10169
Q9H9S0,NANOG,79923
Q9UQR1,ZNF148,7707
Q15555,MAPRE2,10982
P51570,GALK1,2584
O43307,ARHGEF9,23229
Q8N4L8,CCDC24,149473
Q9H668,OBFC1,79991
Q9Y3B7,MRPL11,65003
Q9NPI6,DCP1A,55802
Q2TAL8,QRICH1,54870
A8MQ03,CYSRT1,375791
Q96L93,KIF16B,55614
Q9NVD7,PARVA,55742
O75414,NME6,10201
B2RUY7,VWC2L,402117
P10916,MYL2,4633
Q6P5S2,C6orf58,352999
P48509,CD151,977
Q15562,TEAD2,8463
Q96FH0,MEF2BNB,729991
Q16589,CCNG2,901
O43660,PLRG1,5356
O14770,MEIS2,4212
Q9Y5X1,SNX9,51429
Q8WWG9,KCNE4,23704
Q8N4G2,ARL14,80117
Q9Y6C2,EMILIN1,11117
Q12774,ARHGEF5,7984
Q15836,VAMP3,9341
P55795,HNRNPH2,3188
Q9Y237,PIN4,5303
Q9UHE8,STEAP1,26872
Q96D03,DDIT4L,115265
Q92993,KAT5,10524
Q7L7V1,DHX32,55760
O43929,ORC4,5000
Q8N2X6,EXOC3-AS1,116349
Q9UH73,EBF1,1879
Q9ULV8,CBLC,23624
Q05048,CSTF1,1477
Q9UK22,FBXO2,26232
P31689,DNAJA1,3301
P48556,PSMD8,5714
O00232,PSMD12,5718
O00231,PSMD11,5717
Q15008,PSMD6,9861
P51665,PSMD7,5713
Q9UNM6,PSMD13,5719
P62191,PSMC1,5700
P62333,PSMC6,5706
P17980,PSMC3,5702
P62195,PSMC5,5705
Q13009,TIAM1,7074
Q9UBT2,UBA2,10054
P25788,PSMA3,5684
P25789,PSMA4,5685
O14818,PSMA7,5688
P28066,PSMA5,5686
P25786,PSMA1,5682
Q99436,PSMB7,5695
P49720,PSMB3,5691
P49721,PSMB2,5690
P20618,PSMB1,5689
Q14997,PSME4,23198
P62979,RPS27A,6233
P62987,UBA52,7311
O43707,ACTN4,81
P15289,ARSA,410
Q99933,BAG1,573
Q96RK4,BBS4,585
P35070,BTC,685
P05155,SERPING1,710
Q16790,CA9,768
P20807,CAPN3,825
P42575,CASP2,835
Q00535,CDK5,1020
P51788,CLCN2,1181
P08123,COL1A2,1278
Q9UBX3,SLC25A10,1468
Q16854,DGUOK,1716
P11161,EGR2,1959
P41212,ETV6,2120
Q12805,EFEMP1,2202
P07954,FH,2271
Q99259,GAD1,2571
P07902,GALT,2592
P49682,CXCR3,2833
P48637,GSS,2937
P55345,PRMT2,3275
P10809,HSPD1,3329
P49441,INPP1,3628
P26440,IVD,3712
P02538,KRT6A,3853
Q13751,LAMB3,3914
P06239,LCK,3932
Q02078,MEF2A,4205
P58340,MLF1,4291
P51948,MNAT1,4331
Q13875,MOBP,4336
P39210,MPV17,4358
Q03426,MVK,4598
P50539,MXI1,4601
O60237,PPP1R12B,4660
P19878,NCF2,4688
P07196,NEFL,4747
O00712,NFIB,4781
O76083,PDE9A,5152
P27918,CFP,5199
O15305,PMM2,5373
Q08209,PPP3CA,5530
Q92733,PRCC,5546
Q9Y252,RNF6,6049
P28702,RXRB,6257
P11686,SFTPC,6440
Q16586,SGCA,6442
P49675,STAR,6770
P09493,TPM1,7168
P98175,RBM10,8241
P56597,NME5,8382
O43639,NCK2,8440
O00203,AP3B1,8546
P54577,YARS,8565
Q9P2R7,SUCLA2,8803
Q9H939,PSTPIP2,9050
O43586,PSTPIP1,9051
Q9BRL7,SEC22C,9117
Q13503,MED21,9412
Q9UBF9,MYOT,9499
O75056,SDC3,9672
Q14677,CLINT1,9685
Q9Y4X0,AMMECR1,9949
O60828,PQBP1,10084
P52756,RBM5,10181
Q8IYB3,SRRM1,10250
Q96PK6,RBM14,10432
O75494,SRSF10,10772
Q9UHD8,SEPT9,10801
O75112,LDB3,11155
O43572,AKAP10,11216
Q9UGP8,SEC63,11231
Q9UPQ8,DOLK,22845
Q7Z7F0,KIAA0907,22889
O94989,ARHGEF15,22899
Q9UNA1,ARHGAP26,23092
Q53HV7,SMUG1,23583
Q9NRD0,FBXO8,26269
Q9Y4P3,TBL2,26608
Q9Y2Y4,ZBTB32,27033
Q14749,GNMT,27232
O15116,LSM1,27257
Q9UHJ9,PGAP2,27315
Q9Y3A5,SBDS,51119
Q9NWZ3,IRAK4,51135
Q9BT78,COPS4,51138
Q9UK41,VPS28,51160
Q9UJW0,DCTN4,51164
Q9P2S6,ANKMY1,51281
Q9NZ94,NLGN3,54413
Q9BSJ6,FAM64A,54478
Q9NWT1,PAK1IP1,55003
Q9H0M4,ZCWPW1,55063
Q9NUQ8,ABCF3,55324
Q96SI9,STRBP,55342
Q8N6G5,CSGALNACT2,55454
Q6UX01,LMBR1L,55716
Q9H019,MTFR1L,56181
Q9ULJ7,ANKRD50,57182
Q96MA1,DMRTB1,63948
Q9H7H0,METTL17,64745
Q9BRX5,GINS3,64785
Q9BTV4,TMEM43,79188
Q8NC06,ACBD4,79777
Q9BTE3,MCMBP,79892
Q9HA47,UCK1,83549
Q8TCZ2,CD99L2,83692
Q9BYI3,FAM126A,84668
Q86WG3,ATCAY,85300
Q969G2,LHX4,89884
Q5VWP3,MLIP,90523
P83436,COG7,91949
Q8WVV9,HNRNPLL,92906
Q96EK2,PHF21B,112885
Q8TDX5,ACMSD,130013
Q8TD10,MIPOL1,145282
P0C7X2,ZNF688,146542
O95045,UPP2,151531
Q5T7W7,TSTD2,158427
Q8WXU2,DYX1C1,161582
Q8IYU8,MICU2,221154
Q8N6V9,TEX9,374618
Q969J2,ZKSCAN4,387032
Q8WWQ0,PHIP,55023
P61619,SEC61A1,29927
O43490,PROM1,8842
P22004,BMP6,654
P18075,BMP7,655
P12643,BMP2,650
Q96A26,FAM162A,26355
Q96CC6,RHBDF1,64285
Q15369,TCEB1,6921
O95628,CNOT4,4850
A5YKK6,CNOT1,23019
Q9UNT1,RABL2B,11158
Q96Q27,ASB2,51676
Q9NUD5,ZCCHC3,85364
Q4G0A6,FAM188B,84182
P50553,ASCL1,429
Q9HCU5,PREB,10113
O60684,KPNA6,23633
Q96D42,HAVCR1,26762
Q9Y242,TCF19,6941
Q92784,DPF3,8110
Q9NZ71,RTEL1,51750
P10914,IRF1,3659
Q70EL2,USP45,85015
Q96EA4,SPDL1,54908
Q2TAY7,SMU1,55234
A8MT69,STRA13,201254
Q99497,PARK7,11315
Q9NRR5,UBQLN4,56893
Q9Y508,RNF114,55905
O95190,OAZ2,4947
P54368,OAZ1,4946
Q8IYX4,DND1,373863
-,TRA,6955
P04234,CD3D,915
Q676U5,ATG16L1,55054
Q99942,RNF5,6048
P05109,S100A8,6279
Q96A61,TRIM52,84851
P35813,PPM1A,5494
Q8TB45,DEPTOR,64798
Q9UBQ5,EIF3K,27335
P23634,ATP2B4,493
Q9NS23,RASSF1,11186
Q86YR5,GPSM1,26086
O14744,PRMT5,10419
P54105,CLNS1A,1207
Q9BQA1,WDR77,79084
Q9BRS2,RIOK1,83732
P19338,NCL,4691
Q8TEY7,USP33,23032
Q9Y6N7,ROBO1,6091
Q9C029,TRIM7,81786
Q15047,SETDB1,9869
Q14315,FLNC,2318
P61978,HNRNPK,3190
Q9Y2L6,FRMD4B,23150
Q92914,FGF11,2256
Q96H15,TIMD4,91937
Q9NQV7,PRDM9,56979
P26022,PTX3,5806
Q8TDB4,MGARP,84709
Q9Y4C4,MFHAS1,9258
Q8IYJ2,C10orf67,256815
P27544,CERS1,10715
Q96NB1,FOPNL,123811
Q96BM1,ANKRD9,122416
P54098,POLG,5428
Q9UQ52,CNTN6,27255
Q96MT1,RNF145,153830
Q9NYP3,DONSON,29980
Q9H808,TLE6,79816
Q6YHK3,CD109,135228
P86791|P86790,CCZ1,51622
Q6ZWJ1,STXBP4,252983
Q9NZM1,MYOF,26509
P25774,CTSS,1520
Q6ZTA4,TRIM67,440730
Q96AW1,VOPP1,81552
O60258,FGF17,8822
Q9NP95,FGF20,26281
Q9HCT0,FGF22,27006
Q18PE1,DOK7,285489
Q14678,KANK1,23189
-,CCAT1,100507056
Q8N9B5,JMY,133746
Q8N386,LRRC25,126364
Q8TDN4,CABLES1,91768
-,PPP1R15B,84919
O15079,SNPH,9751
Q96PX8,SLITRK1,114798
-,DFNB26,23714
Q99102,MUC4,4585
Q15389,ANGPT1,284
Q13316,DMP1,1758
P63252,KCNJ2,3759
Q9NPI9,KCNJ16,3773
Q9NZ56,FMN2,56776
Q9H6E4,CCDC134,79879
-,HIF1A-AS2,100750247
Q9BX26,SYCP2,10388
Q8N7B1,HORMAD2,150280
P61925,PKIA,5569
Q6UXM1,LRIG3,121227
P08779,KRT16,3868
Q6XR72,SLC30A10,55532
-,CRNDE,643911
Q8TCF1,ZFAND1,79752
Q99570,PIK3R4,30849
Q13795,ARFRP1,10139
Q92543,SNX19,399979
-,IGHA1,3493
Q9NYX4,CALY,50632
O75880,SCO1,6341
O75113,N4BP1,9683
Q96DY7,MTBP,27085
Q86V20,FAM35A,54537
Q5JTW2,CEP78,84131
P18510,IL1RN,3557
A6NFN3,RBFOX3,146713
Q8IU57,IFNLR1,163702
Q96NL1,TMEM74,157753
P31941,APOBEC3A,200315
-,C9orf84,158401
-,LINC00470,56651
Q68DU8,KCTD16,57528
Q9NZU0,FLRT3,23767
Q9NZC2,TREM2,54209
Q9H2Y7,ZNF106,64397
Q17R98,ZNF827,152485
Q8IWR0,ZC3H7A,29066
-,ORF1,55354
P01920,HLA-DQB1,3119
O00222,GRM8,2918
Q8TAC9,SCAMP5,192683
Q9P2U7,SLC17A7,57030
Q8NDX2,SLC17A8,246213
Q05940,SLC18A2,6571
Q7L0J3,SV2A,9900
P01233,CGB5,93659
Q96MP8,KCTD7,154881
Q5T9G4,ARMC12,221481
O94851,MICAL2,9645
Q6IQ49,SDE2,163859
Q14159,SPIDR,23514
-,PCAT6,100506696
Q8ND56,LSM14A,26065
Q09MP3,RAD51AP2,729475
Q9Y284,WDR83OS,51398
Q9BTX3,TMEM208,29100
Q13621,SLC12A1,6557
Q8IX29,FBXO16,157574
Q8N9R8,SCAI,286205
P59103,DAOA,267012
Q9UPY5,SLC7A11,23657
P42898,MTHFR,4524
O00468,AGRN,375790
Q9NUE0,ZDHHC18,84243
Q8NCM2,KCNH5,27133
O15037,KHNYN,23351
Q2M3G4,SHROOM1,134549
P08912,CHRM5,1133
Q9UHW9,SLC12A6,9990
P05164,MPO,4353
P15954,COX7C,1350
Q9UBM7,DHCR7,1717
Q5VWZ2,LYPLAL1,127018
Q6NUK1,SLC25A24,29957
Q86U28,ISCA2,122961
Q96I23,PYURF,100996939
Q9NYJ1,COA4,51287
P48728,AMT,275
O15173,PGRMC2,10424
Q96B49,TOMM6,100188893
-,FKBP9P1,360132
Q15031,LARS2,23395
A8MXV4,NUDT19,390916
O95298,NDUFC2,4718
A4D1S5,RAB19,401409
Q9UHQ9,CYB5R1,51706
Q96IX5,USMG5,84833
Q5J8M3,EMC4,51234
P12074,COX6A1,1337
Q5VUE5,C1orf53,388722
Q5JTJ3,COA6,388753
Q9HCU5,PREB,10113
P24311,COX7B,1349
Q5T749,KPRP,448834
P23368,ME2,4200
P61009,SPCS3,60559
Q9UHG3,PCYOX1,51449
Q8N5Z0,AADAT,51166
Q5JTZ9,AARS2,57505
P0C6C1,ANKRD34C,390616
Q9H425,C1orf198,84886
Q16740,CLPP,8192
P43155,CRAT,1384
O94760,DDAH1,23576
Q96S16,JMJD8,339123
Q14767,LTBP2,4053
O60882,MMP20,9313
Q99487,PAFAH2,5051
P11169,SLC2A3,6515
Q6ZMW2,ZNF782,158431
Q96JB1,DNAH8,1769
Q04756,HGFAC,3083
Q16352,INA,9118
Q9UBG0,MRC2,9902
O75781,PALM,5064
A5A3E0,POTEF,728378
Q5GAN6,RNASE10,338879
Q9H1E5,TMX4,56255
-,LINC00839,84856
Q9HCE0,EPG5,57724
P47895,ALDH1A3,220
A8MW95,BECN1P1,441925
Q96QF7,ACRC,93953
Q9BRP0,OVOL2,58495
-,DUXAP9,503638
-,LUCAT1,100505994
Q8TCU5,GRIN3A,116443
P47869,GABRA2,2555
Q5ZPR3,CD276,80381
Q8IY21,DDX60,55601
Q01628,IFITM3,10410
P14316,IRF2,3660
P20591,MX1,4599
Q9Y6K5,OAS3,4940
Q15646,OASL,8638
Q9NQC1,JADE2,23338
Q96A46,SLC25A28,81894
Q86V81,ALYREF,10189
Q9BZR8,BCL2L14,79370
Q9Y251,HPSE,10855
Q53G44,IFI44L,10964
Q92985,IRF7,3665
Q96JQ5,MS4A4A,51338
P43490,NAMPT,10135
Q9H0P0,NT5C3A,51251
Q15077,P2RY6,5031
Q96LD4,TRIM47,91107
Q9UNA4,POLI,11201
Q9UBZ9,REV1,51455
Q13277,STX3,6809
Q12846,STX4,6810
P63027,VAMP2,6844
Q9BV40,VAMP8,8673
P32856,STX2,2054
Q9BWW4,SSBP3,23648
O00220,TNFRSF10A,8797
Q9UH99,SUN2,25777
Q9Y586,MAB21L2,10586
Q9HCE1,MOV10,4343
Q16875,PFKFB3,5209
Q8TCG2,PI4K2B,55300
P28065,PSMB9,5698
Q14108,SCARB2,950
Q8IY34,SLC15A3,51296
Q96GC9,VMP1,81671
Q9Y275,TNFSF13B,10673
Q9H1C4,UNC93B1,81622
Q9H171,ZBP1,81030
P55210,CASP7,840
P55040,GEM,2669
O14732,IMPA2,3613
P54920,NAPA,8775
P51159,RAB27A,5873
Q8WVN6,SECTM1,6398
P05121,SERPINE1,5054
O95183,VAMP5,10791
Q9Y243,AKT3,10000
Q3ZCQ2,ANXA2R,389289
Q9UBI1,COMMD3,23412
O14879,IFIT3,3437
Q29980,MICB,4277
Q9UPU9,SAMD4A,23034
P78540,ARG2,384
Q10589,BST2,684
P21926,CD9,928
Q16678,CYP1B1,1545
Q5JRV8,TMEM255A,55026
P30793,GCH1,2643
Q12796,PNRC1,10957
Q9H223,EHD4,30844
Q9NRD1,FBXO6,26270
Q8IYA7,MKX,283078
Q9H0J9,PARP12,64761
Q96C10,DHX58,79132
Q08380,LGALS3BP,3959
P06454,PTMA,5757
P12814,ACTN1,87
P50406,HTR6,3362
O95411,TIAF1,9220
Q13126,MTAP,4507
Q13224,GRIN2B,2904
O94817,ATG12,9140
Q9Y4P1,ATG4B,23192
Q9NQU5,PAK6,56924
O14807,MRAS,22808
Q8N653,LZTR1,8216
P12277,CKB,1152
Q66K74,MAP1S,55201
P10636,MAPT,4137
P08621,SNRNP70,6625
P49756,RBM25,58517
O95232,LUC7L3,51747
Q9UKT8,FBXW2,26190
P40238,MPL,4352
Q14103,HNRNPD,3184
P59046,NLRP12,91662
Q9NP90,RAB9B,51209
Q9H0U4,RAB1B,81876
P51153,RAB13,5872
Q8WUD1,RAB2B,84932
P20336,RAB3A,5864
P59190,RAB15,376267
P62820,RAB1A,5861
P61106,RAB14,51552
P20340,RAB6A,5870
P20339,RAB5A,5868
P61020,RAB5B,5869
Q9Y5A7,NUB1,51667
P51784,USP11,8237
P17600,SYN1,6853
Q9HAC8,UBTD1,80019
P23942,PRPH2,5961
Q86XT4,TRIM50,135892
O00512,BCL9,607
Q15633,TARBP2,6895
P00750,PLAT,5327
Q9Y282,ERGIC3,51614
Q9P0N8,MARCH2,51257
P00738,HP,3240
Q96RQ1,ERGIC2,51290
Q7Z6M2,FBXO33,254170
Q8WV16,DCAF4,26094
O43283,MAP3K13,9175
P18887,XRCC1,7515
-,GAS5,60674
Q96JA1,LRIG1,26018
Q9NW82,WDR70,55100
Q15075,EEA1,8411
P11279,LAMP1,3916
P07339,CTSD,1509
P23443,RPS6KB1,6198
O75385,ULK1,8408
P00748,F12,2161
Q53H12,AGK,55750
P45844,ABCG1,9619
Q9H172,ABCG4,64137
P21741,MDK,4192
O75553,DAB1,1600
P21554,CNR1,1268
P35346,SSTR5,6755
P42262,GRIA2,2891
O60296,TRAK2,66008
P32119,PRDX2,7001
Q8NBS9,TXNDC5,81567
Q99570,PIK3R4,30849
Q9NX02,NLRP2,55655
Q9NYV6,RRN3,54700
P48995,TRPC1,7220
P54578,USP14,9097
Q9H4L7,SMARCAD1,56916
P04792,HSPB1,3315
Q15257,PPP2R4,5524
O15455,TLR3,7098
P23511,NFYA,4800
O60282,KIF5C,3800
O14497,ARID1A,8289
Q8NFD5,ARID1B,57492
Q15532,SS18,6760
Q9NZM4,GLTSCR1,29998
Q9H8M2,BRD9,65980
Q8TAQ2,SMARCC2,6601
Q969G3,SMARCE1,6605
Q6AI39,GLTSCR1L,23506
Q9C0H9,SRCIN1,80725
Q969U6,FBXW5,54461
Q8TB52,FBXO30,84085
Q2M3G0,ABCB5,340273
Q96B36,AKT1S1,84335
P10398,ARAF,369
P16070,CD44,960
P42772,CDKN2B,1030
Q9UI36,DACH1,1602
Q8NBF1,GLIS1,148979
Q9BZE0,GLIS2,84662
P14210,HGF,3082
P33947,KDELR2,11014
Q13163,MAP2K5,5607
P52564,MAP2K6,5608
P08581,MET,4233
P35240,NF2,4771
P08651,NFIC,4782
P41225,SOX3,6658
Q06945,SOX4,6659
Q92574,TSC1,7248
Q9BSA4,TTYH2,94015
P61981,YWHAG,7532
P24864,CCNE1,898
P08922,ROS1,6098
Q13188,STK3,6788
O14746,TERT,7015
O76090,BEST1,7439
P17301,ITGA2,3673
Q7Z3C6,ATG9A,79065
P51530,DNA2,1763
Q9UPT6,MAPK8IP3,23162
Q9ULW5,RAB26,25837
P08247,SYP,6855
Q9NX55,HYPK,25764
P18124,RPL7,6129
P31483,TIA1,7072
O00429,DNM1L,10059
O95147,DUSP14,11072
Q8NCE2,MTMR14,64419
Q16828,DUSP6,1848
Q16829,DUSP7,1849
Q16667,CDKN3,1033
Q9NRX4,PHPT1,29085
Q9NRW4,DUSP22,56940
Q9UNH5,CDC14A,8556
P15309,ACPP,55
Q9BV47,DUSP26,78986
Q9NYA4,MTMR4,9110
Q05923,DUSP2,1844
O00167,EYA2,2139
O75061,DNAJC6,9829
Q4G0W2,DUSP28,285193
Q86V88,MDP1,145553
O95677,EYA4,2070
Q93096,PTP4A1,7803
Q12974,PTP4A2,8073
Q99956,DUSP9,1852
Q8WYL5,SSH1,54434
Q9Y6J8,STYXL1,51657
P30307,CDC25C,995
Q6B8I1|Q9UII6,DUSP13,51207
Q16690,DUSP5,1847
A2A3K4,PTPDC1,138639
Q15678,PTPN14,5784
P26045,PTPN3,5774
P35236,PTPN7,5778
O95278,EPM2A,7957
Q99952,PTPN18,26469
Q16825,PTPN21,11099
Q9Y216,MTMR7,9108
P56180,TPTE,7179
Q68CZ2,TNS3,64759
-,PTPRH,5794
P28827,PTPRM,5797
P43378,PTPN9,5780
Q9BVJ7,DUSP23,54935
Q16827,PTPRO,5800
Q9H1R2,DUSP15,128853
Q99502,EYA1,2138
Q6XPS3,TPTE2,93492
Q9H596,DUSP21,63904
Q05209,PTPN12,5782
Q92932,PTPRN2,5799
P54829,PTPN5,84867
Q8WUK0,PTPMT1,114971
P30305,CDC25B,994
Q9Y6W6,DUSP10,11221
Q92729,PTPRU,10076
Q13614,MTMR2,8898
Q8WTR2,DUSP19,142679
Q9Y217,MTMR6,9107
Q13496,MTM1,4534
Q96EF0,MTMR8,55613
P51452,DUSP3,1845
P29074,PTPN4,5775
Q9BY84,DUSP16,80824
O75365,PTP4A3,11156
O60942,RNGTT,8732
Q8WUJ0,STYX,6815
Q68J44,DUPD1,338599
Q99504,EYA3,2140
Q13332,PTPRS,5802
Q15256,PTPRR,5801
Q9UNI6,DUSP12,11266
Q13115,DUSP4,1846
P28562,DUSP1,1843
Q4JDL3,PTPN20B,26095
Q9H8S9,MOB1A,55233
Q9Y692,GMEB1,10691
Q8WWQ8,STAB2,55576
Q96QZ7,MAGI1,9223
Q86UL8,MAGI2,9863
Q5TCQ9,MAGI3,260425
P78352,DLG4,1742
Q9HD26,GOPC,57120
Q12959,DLG1,1739
Q12923,PTPN13,5783
Q9HAD4,WDR41,55255
Q96DA2,RAB39B,116442
Q8TEV9,SMCR8,140775
O15439,ABCC4,10257
Q00013,MPP1,4354
Q92622,KIAA0226,9711
Q8TB96,ITFG1,81533
O75916,RGS9,8787
P35609,ACTN2,88
P35637,FUS,2521
P60763,RAC3,5881
Q92804,TAF15,8148
P09234,SNRPC,6631
Q92841,DDX17,10521
-,GHET1,102723099
Q9NWF9,RNF216,54476
P48431,SOX2,6657
Q15013,MAD2L1BP,9587
Q8IYT8,ULK2,9706
Q92973,TNPO1,3842
Q9UMF0,ICAM5,7087
O00206,TLR4,7099
Q9UKA1,FBXL5,26234
P11413,G6PD,2539
Q14527,HLTF,6596
Q9H9Q4,NHEJ1,79840
Q49AN0,CRY2,1408
Q8NHY2,RFWD2,64326
Q7L5Y6,DET1,55070
Q9C0C7,AMBRA1,55626
Q5TAQ9,DCAF8,50717
Q9GZS3,WDR61,80349
Q9UPN4,CEP131,22994
P23258,TUBG1,7283
Q15059,BRD3,8019
Q92686,NRGN,4900
O76050,NEURL1,9148
Q96DC9,OTUB2,78990
P62942,FKBP1A,2280
Q9BYM8,RBCK1,10616
Q13087,PDIA2,64714
P31323,PRKAR2B,5577
Q92847,GHSR,2693
P21728,DRD1,1812
P22001,KCNA3,3738
Q9UK99,FBXO3,26273
Q8NCQ5,FBXO15,201456
Q8NFZ0,FBXO18,84893
Q14209,E2F2,1870
O00716,E2F3,1871
Q70Z35,PREX2,80243
Q9Y2M0,FAN1,22909
A4FU01,MTMR11,10903
Q13615,MTMR3,8897
Q96QG7,MTMR9,66036
Q13613,MTMR1,8776
O95248,SBF1,6305
Q86WG5,SBF2,81846
Q16620,NTRK2,4915
P54762,EPHB1,2047
P08034,GJB1,2705
P21709,EPHA1,2041
Q04912,MST1R,4486
Q99720,SIGMAR1,10280
P08138,NGFR,4804
Q13797,ITGA9,3680
O75143,ATG13,9776
Q6R327,RICTOR,253260
P56962,STX17,55014
O95721,SNAP29,9342
Q96K19,RNF170,81790
Q9NZ09,UBAP1,51271
Q01804,OTUD4,54726
Q12926,ELAVL2,1993
O00425,IGF2BP3,10643
P61371,ISL1,3670
P10827,THRA,7067
Q8IUD6,RNF135,84282
O43491,EPB41L2,2037
Q9NQ66,PLCB1,23236
P09429,HMGB1,3146
P26583,HMGB2,3148
O95255,ABCC6,368
O94925,GLS,2744
Q15637,SF1,7536
Q9NR09,BIRC6,57448
Q9HB71,CACYBP,27101
Q9H300,PARL,55486
Q96HS1,PGAM5,192111
Q99623,PHB2,11331
Q8TEB9,RHBDD1,84236
Q13415,ORC1,4998
Q13416,ORC2,4999
Q9UFC0,LRWD1,222229
Q5W0B1,RNF219,79596
Q9UBD5,ORC3,23595
O43913,ORC5,5001
Q01813,PFKP,5214
Q9H4G0,EPB41L1,2036
P11171,EPB41,2035
Q9Y2J2,EPB41L3,23136
P48058,GRIA4,2893
P42261,GRIA1,2890
P49116,NR2C2,7182
Q7Z6J0,SH3RF1,57630
O43379,WDR62,284403
P33151,CDH5,1003
P19367,HK1,3098
Q99835,SMO,6608
Q13635,PTCH1,5727
Q9Y210,TRPC6,7225
P05023,ATP1A1,476
Q9UJ72,ANXA10,11199
Q96AJ1,CLUAP1,23059
Q8IY31,IFT20,90410
O75563,SKAP2,8935
Q9H3Y6,SRMS,6725
Q5T9C2,FAM102A,399665
P51451,BLK,640
P42685,FRK,2444
P09769,FGR,2268
O15519,CFLAR,8837
Q9NVE5,USP40,55230
Q96DY7,MTBP,27085
P24863,CCNC,892
Q7Z2Z1,TICRR,90381
Q92547,TOPBP1,11073
Q6IWH7,ANO7,50636
Q9NYT0,PLEK2,26499
Q8N565,MREG,55686
P00558,PGK1,5230
O00311,CDC7,8317
P20265,POU3F2,5454
P78337,PITX1,5307
O76070,SNCG,6623
P29966,MARCKS,4082
Q9Y3C4,TPRKB,51002
O95793,STAU1,6780
P61073,CXCR4,7852
Q8TAT6,NPLOC4,55666
O77932,DXO,1797
Q8N531,FBXL6,26233
Q8IX29,FBXO16,157574
P49023,PXN,5829
Q9HD36,BCL2L10,10017
Q68DV7,RNF43,54894
O60353,FZD6,8323
Q8NBM4,UBAC2,337867
Q96CS3,FAF2,23197
O94966,USP19,10869
Q53GS9,USP39,10713
-,LOC101928405,101928405
Q6V0I7,FAT4,79633
Q8IWR1,TRIM59,286827
Q14157,UBAP2L,9898
Q15768,EFNB3,1949
P52799,EFNB2,1948
O60313,OPA1,4976
Q12791,KCNMA1,3778
Q9Y224,C14orf166,51637
Q12986,NFX1,4799
P60896,SHFM1,7979
Q9UJZ1,STOML2,30968
Q9H254,SPTBN4,57731
Q96EV8,DTNBP1,84062
